itineraryId,flightNumber,airline,destination,train,hotel,hotelPricePerNight,totalCost,travelDate
80ae146c-d6f0-499e-9730-ecb4df782ac2,CM4131,"COPA Airlines, Inc.",LAX,Train #123,Hill Ltd Hotel,403.29,646.09,2025-03-04T08:17:00
9f36573e-1c15-4bfc-8847-77f21971d3d4,QK3775,Jazz Aviation,DEL,Train #123,Phillips-Harrell Hotel,450.54,1906.33,2025-08-27T10:41:00
1270854d-2987-40aa-8f24-be0d4164f893,NJ8067,Vanguard Airlines,SIN,Train #456,"Woodward, Gill and Moore Hotel",347.86,654.79,2025-02-21T15:25:00
7bef2d48-62f6-4451-8752-25da9a29fd34,FI2126,Icelandair EHF,JFK,Train #456,None,,886.94,2025-03-07T21:34:00
7c967967-d37b-4ef9-aea8-5f390d58b8b1,AZ2137,ITA Airways,HKG,Train #123,Valdez Inc Hotel,74.84,393.96,2024-08-26T21:33:00
ada7ccaf-619a-4c15-8d17-530203283a28,QK6906,Jazz Aviation,YYZ,Train #123,None,,411.16,2024-05-22T05:31:00
f728aa55-2c51-41d0-a4b4-ea20589b6eaf,KL9281,KLM Royal Dutch Airlines,LAX,Train #456,"Miller, Bernard and Morales Hotel",136.74,443.33,2024-10-10T20:04:00
af6d1348-05a8-4b91-a175-0049d96a0142,TK8747,Turkish Airlines,LAX,Train #456,"Lewis, Payne and Hines Hotel",479.54,1638.4,2024-06-18T21:27:00
23cb1685-6e6d-4c92-989e-216621b29cbf,XP1985,Casino Express,CDG,Train #456,Jenkins LLC Hotel,53.85,555.85,2025-04-04T09:48:00
71de3d2e-bc82-4fb1-a9dc-c7b1e331198a,XP2584,Casino Express,DXB,Train #123,None,,1227.03,2024-04-05T23:09:00
a6d6f8f5-8659-4941-b1d5-26890a8ccd20,GL6107,Miami Air International,CUN,Train #123,Smith-Hernandez Hotel,305.91,1902.15,2024-05-02T01:22:00
142c4ef0-8e64-4a7b-93ef-0cbeeb8c8591,EV3235,Atlantic Southeast Airlines,DEL,Train #123,None,,143.8,2024-06-20T00:36:00
63616c3f-f85c-449b-a894-1799d11738b9,QR3368,Qatar Airways,LAX,None,Williams Inc Hotel,226.19,1183.2,2025-01-16T13:43:00
98f100cd-6ca0-4cdf-a755-e0c89a370fe4,WS3249,WestJet,LAX,None,"Warren, Sweeney and Odom Hotel",177.64,433.72,2025-11-29T06:28:00
485d1b7f-81ad-41d4-8778-4749a5295d29,EK9217,Emirates,CUN,Train #123,None,,481.48,2024-04-21T12:32:00
e406c8a7-1431-4ff3-b4b8-35496fb2b4e4,CP1118,Compass Airlines,LAX,None,None,,331.73,2024-12-03T09:09:00
ef198bc9-2ba2-4f50-9917-6441267d3b01,B67150,JetBlue Airways,DOH,Train #456,None,,842.97,2025-03-29T21:23:00
e17d3db5-053a-4fcf-a2b8-61fc9b482ba5,SS8622,Corsairfly,PTY,None,Palmer Inc Hotel,205.58,596.93,2025-06-07T22:52:00
2c998f87-f43f-499d-a55f-553f6a7df7c5,HX1548,Hong Kong Airlines Limited,YYZ,Train #123,"Orozco, Haley and Cline Hotel",82.9,223.23,2025-05-25T00:04:00
ea89d7f0-0a12-41f6-8a5c-05f8ce95cb21,RW2061,Republic Airlines,YVR,Train #123,None,,324.56,2024-09-08T20:44:00
0dd8a4a9-7444-4e6a-a6a5-b7bbc1c82223,YX6195,Midwest Airlines,LAX,None,"Hood, Barker and Wallace Hotel",341.42,812.35,2024-06-14T21:54:00
c3787bbf-519d-429a-a04f-17115d17122f,WS1994,WestJet,CDG,None,None,,479.12,2025-08-11T10:35:00
c95f19ec-6418-41ff-b443-c11c0165e911,EZ6213,Evergreen International Airlines,CDG,Train #123,Brown-Hamilton Hotel,91.22,953.83,2024-10-12T10:15:00
c45304b7-10b7-4585-a658-8516bc13b20d,FL1448,AirTran Airways,DXB,Train #456,Skinner LLC Hotel,347.55,756.8,2025-09-21T18:55:00
b049a955-b9f7-48b4-8b08-7cf4410c5641,TZ3993,ATA Airlines,LHR,None,Sanchez-Wise Hotel,238.39,1415.68,2025-05-09T19:19:00
45020c8a-e3ba-4ded-bb47-76b84b57c27c,TK1866,Turkish Airlines,CUN,Train #456,"Edwards, King and Huynh Hotel",466.29,614.14,2024-07-14T04:49:00
25e79db6-973f-483e-b36a-0ddadbc6664b,YV4900,Mesa Airlines,LAX,Train #456,Green-Brady Hotel,204.91,710.94,2025-01-31T21:23:00
3041c6f8-bfdb-402e-89d2-b051a739909f,UA5830,United Airlines - Pre 07/01/2013,CUN,Train #456,None,,1339.77,2025-01-10T21:15:00
02fe45db-01c9-4879-a578-2a4fad501c97,FL4770,AirTran Airways,LAX,None,Carter-Wolfe Hotel,232.36,545.14,2025-03-23T01:56:00
9d7f3d70-cfa1-44ad-ad48-dcfbe9f8bc95,QR5091,Qatar Airways,MIA,Train #456,None,,323.73,2025-12-12T04:10:00
1c89debe-7120-4f82-af5e-bce981ae3e71,ZW2713,North American Airlines,MEX,Train #456,None,,366.67,2024-08-12T06:04:00
b3cbcdaf-68f8-46ea-aee6-3fc43d748e9f,ZG8748,ZIPAIR Tokyo Inc,DEL,Train #123,Watson Inc Hotel,449.48,654.9,2025-02-02T20:41:00
2c54e25f-1fed-4b90-90a3-e57315a68701,OZ6277,Asiana Airlines,LAX,Train #123,"Lynch, Simmons and Miller Hotel",397.46,785.96,2024-01-23T05:38:00
276dd468-0422-4d68-9060-19e11e7a58c3,JL9520,Japan Airlines,YUL,Train #456,Martinez-Atkins Hotel,163.55,478.31,2024-07-22T15:10:00
d25753fb-a1ed-4c99-8a73-229b7cfbe710,HQ7075,Harmony Airways,LAX,None,None,,342.01,2024-09-05T07:49:00
90ed7ab4-795e-49d1-85c9-5927e7aed660,LX1918,Swiss International,PTY,None,None,,317.33,2024-11-10T11:16:00
6ff63116-1ec0-474f-a192-257f7756082b,5Y6771,"Atlas Air, Inc",DXB,Train #456,Spencer and Sons Hotel,215.86,613.96,2025-05-21T00:49:00
5db0d64c-e0a4-4769-be94-6889e29ab1a6,MX7787,Mexicana Airlines,DOH,Train #123,"Chase, Miller and Acosta Hotel",372.41,1067.12,2024-02-05T08:54:00
be40f0b8-e58b-4117-b87f-54850a4dceed,ZW5261,Air Wisconsin,LAX,None,Thomas-Alexander Hotel,75.98,259.92,2025-07-06T22:08:00
5c23317c-e92a-4f63-a8f6-8df92a290407,SQ6466,Singapore Airlines,PTY,Train #456,Roberts Inc Hotel,316.1,590.58,2024-06-26T00:49:00
f74957f3-9627-4e87-872e-e0eb505dd23b,KL8395,El Al Israel Airlines LTD.,LAX,Train #123,None,,259.77,2025-09-02T22:22:00
24a92a26-6796-4ace-9c72-7ee17c65b5a7,CP1107,Aeroflot Russian International Airlines,YYZ,Train #123,None,,357.55,2024-02-13T17:03:00
93bd2dbe-85a2-40c4-ae4c-e82883f6eebf,KE572,"Samsic Airport America, LLC",DXB,Train #456,"Bowman, Kennedy and Chavez Hotel",491.05,714.28,2025-12-01T14:18:00
e33f3641-ccae-4b86-817e-635a9a215ad9,TW9561,TWA,HKG,None,Walker-Morgan Hotel,306.69,532.63,2024-07-28T23:47:00
761bab6e-a0fb-415e-9382-3836262e538c,FL9804,AirTran Airways,DOH,Train #123,None,,331.64,2025-03-27T05:47:00
72e9851c-1b69-4df1-b083-275bf35d3b23,QF9352,Qantas Airways,LAX,Train #456,None,,316.39,2024-01-10T10:39:00
4e8f3f39-8159-4160-a071-6673e5a23755,BBB5849,BelAir Airlines,LAX,Train #456,Alvarado Ltd Hotel,386.6,496.86,2024-12-26T20:09:00
2a666aa1-f1c6-40a1-8e51-5c693b6c75ba,CZ485,China Southern,CUN,None,None,,1469.62,2024-03-15T14:49:00
2f97416d-6cb1-46d1-a480-5e6fc1788e42,TZ8121,ATA Airlines,LAX,Train #456,Turner-Gomez Hotel,481.52,1000.29,2024-11-22T14:03:00
716c24c4-82a7-4712-9d4b-2197ce588e2e,Z01049,"Norse Atlantic UK, Ltd.",CUN,Train #123,None,,117.42,2025-03-30T01:02:00
7fcc54f5-b85c-4c5b-8fcf-91f77a64c260,AI8308,Air India Limited,CUN,None,None,,1151.49,2025-09-08T02:35:00
2b18653a-183e-467b-b89f-5f8348fa7df0,Y49325,Volaris Airlines,LAX,None,"Walters, Andrews and Levy Hotel",293.67,414.57,2024-12-05T11:40:00
d722bcc7-c191-4547-bad4-2a43a4950cab,G45365,Allegiant Air,LAX,None,Smith-Knapp Hotel,446.21,1191.9,2025-07-07T12:22:00
3a42b6aa-9001-4c2b-ab00-328eb89b31e5,TP7966,TAP Air Portugal,LAX,Train #123,"Gordon, Smith and Odom Hotel",226.52,467.38,2025-06-09T05:53:00
70f21f71-6640-43f2-8bdf-67a871313412,KL4553,KLM Royal Dutch Airlines,NRT,Train #123,None,,702.23,2025-03-23T14:14:00
6022d02a-f4a2-4db1-a7c9-552851e9a50f,HA8265,Hawaiian Airlines,PTY,Train #123,Lewis and Sons Hotel,377.1,706.62,2024-10-13T09:20:00
ddf722a4-107f-4d18-bdde-58dd07110880,LX1199,Swiss International,CUN,Train #456,"Santana, Mills and Love Hotel",417.36,699.5,2024-08-18T19:52:00
e6184f69-54cf-42b5-8405-8ed43d566386,HX2279,Hong Kong Airlines Limited,LAX,Train #456,Scott Ltd Hotel,394.58,753.68,2025-07-02T07:52:00
a0c3313e-4230-4d94-9a75-c3745bb1d391,NJ3131,Pacific Aviation,PTY,Train #123,"Myers, Parker and Miller Hotel",419.51,748.23,2025-06-17T08:40:00
cefda69f-858e-4329-81c8-b838d7726fed,S63377,Star Air,LAX,None,Wolf PLC Hotel,148.23,586.6,2025-07-09T00:08:00
e82ef8b6-a3d4-4520-97dd-0194599bae42,AA1894,American Airlines,PTY,Train #456,None,,346.84,2025-12-11T21:19:00
b5dcc8b5-1a26-46cf-90de-1907ac44f185,UA794,United Airlines - Pre 07/01/2013,SJO,Train #456,None,,415.04,2025-01-27T00:41:00
35df21c5-6692-4fd8-b59b-8a26bb2d6e2f,FF8211,Tower Air,YVR,Train #123,None,,107.81,2024-04-27T10:28:00
8d0e7ffc-7803-4d7b-a3d3-94225a8c7934,G4464,Allegiant Air,LAX,Train #456,None,,1252.21,2024-11-13T15:21:00
7fea1ad1-2ef5-44bc-b836-f5bf3d66625f,QF1667,Qantas Airways,AMS,Train #456,Morgan Ltd Hotel,87.42,1549.81,2024-10-31T00:12:00
97181a9b-c710-46c1-a2fc-65678172d7d6,WO668,World Airways,LAX,Train #123,None,,201.29,2025-10-22T11:05:00
d32cc0c8-81b0-427d-9a7c-9d48610f83aa,AX9472,Trans States Airlines,PTY,None,None,,261.64,2025-02-27T12:40:00
2b59a3d5-01c2-4f8a-895d-456883ac5a47,TZ8453,ATA Airlines,MEX,None,George-Ford Hotel,425.31,1409.75,2024-08-10T02:47:00
a37d0210-9d7d-4bd9-b07b-e6e00f5f3dad,SY4486,Sun Country Airlines,HKG,Train #456,Sanders Inc Hotel,188.35,750.55,2025-01-26T05:25:00
c41fd6ec-3f2f-481c-bbe9-f4bed69d4720,TK9174,Turkish Airlines,LAX,Train #456,Vasquez Ltd Hotel,205.42,1744.75,2024-02-20T16:20:00
cdb2c4b6-2cce-4037-aa23-31930cdcc6df,LH2825,Pacific Aviation,CUN,Train #123,Savage and Sons Hotel,498.07,938.11,2024-05-29T18:15:00
f7d21286-5597-49fa-8c85-b9ad67802159,CX1235,Cathay Pacific,PTY,Train #456,"Mccarthy, Hopkins and Haas Hotel",327.0,1616.6,2025-06-07T23:51:00
7ab18b77-c5c1-466f-b547-27b2d374b3fb,G43706,Allegiant Air,LAX,Train #456,"Smith, Haas and Jefferson Hotel",258.33,589.69,2025-06-19T15:27:00
d4a36e12-a67b-4ac0-9454-c6cc3aab0819,Z07668,"Norse Atlantic UK, Ltd.",DXB,None,None,,176.65,2024-09-13T08:04:00
bbfbbcdf-9edd-48ee-9cb1-2a5d75967ade,NH3230,Sports Hawk,LAX,None,None,,335.8,2024-12-18T08:09:00
77f74629-3a6e-4506-b406-208134d86fc3,ZW2832,Air Wisconsin,AMS,Train #123,None,,201.03,2024-08-02T18:49:00
8408ab93-8112-44ab-9628-751d5e2c69af,CA2136,Air China,FRA,Train #456,None,,323.68,2025-07-23T15:49:00
14ba7935-f9cc-41e7-97b0-95a029acd7c9,CC3380,Aeroflot Russian International Airlines,HKG,Train #456,Garcia and Sons Hotel,401.34,1685.86,2025-06-15T11:39:00
99d2a80f-b4d0-4d46-8ffc-5910ac7e8cc6,CZ5140,China Southern,LAX,Train #123,"Jones, Wallace and Esparza Hotel",288.3,1176.9,2025-09-20T07:11:00
880665c1-6bcf-458c-86b9-057be9e79724,TZ9806,ATA Airlines,SJO,Train #123,"Wolfe, Andrews and Mccormick Hotel",199.36,1067.77,2025-06-08T02:59:00
6ebac22c-6e79-48bb-b406-a728369efaad,SR5960,Swissair,SJO,Train #123,Moore and Sons Hotel,340.15,883.97,2025-12-09T14:40:00
a42d2c7c-f161-441c-9b7c-ebfcc08efa19,F94449,Trego Dugan Aviation,LHR,Train #456,None,,115.33,2025-04-03T20:18:00
bb56e38c-32da-40aa-98cc-64b05e9d8e2f,9W3841,Servisair,DOH,None,None,,416.04,2024-04-24T02:46:00
09e56211-ae34-46af-b48c-69d33dad6133,CA5008,Air China,LAX,Train #456,None,,120.66,2025-08-01T21:14:00
ba2b9b8d-cc78-4402-940f-b9a5bbf7f993,YX8331,Midwest Airlines,MIA,Train #456,"Perez, White and Watkins Hotel",478.06,740.7,2025-12-15T22:25:00
0c478f63-76bc-4a3f-ba92-d26cf8f74617,N75657,National Airlines,LAX,Train #456,Cruz-Brown Hotel,472.02,1194.28,2025-11-23T21:08:00
7ac79677-9b65-449c-ac56-50bd45a1ad44,SE5597,XL Airways France,MIA,Train #456,King PLC Hotel,475.19,910.85,2024-09-03T21:26:00
af0ba28e-28d1-4571-beaa-dcfb2524c1c2,MX312,Pacific Aviation,CDG,Train #456,None,,244.21,2025-05-10T07:31:00
15a3b6ad-54eb-4a0f-8246-360936715304,NZ8184,Air New Zealand,LAX,None,Cobb PLC Hotel,386.93,770.84,2025-01-08T15:35:00
a5f9a6e6-3342-46b7-81c9-a85c6e93d2d8,YP1407,"Air Premia, Inc.",YUL,Train #123,Martinez PLC Hotel,121.48,361.86,2024-08-22T06:13:00
cc28cc4d-fbda-4331-a0ce-effca6b2c953,PR1726,Philippine Airlines,PTY,Train #456,Jones-Gilmore Hotel,76.46,616.86,2025-09-21T18:28:00
7b1bf2af-b9de-4a10-b817-3f4ec5548cd6,EZ4687,Evergreen International Airlines,HKG,None,None,,302.61,2024-01-16T03:21:00
9299d03d-ff53-4071-ac6b-0d52204851dd,QR3368,Qatar Airways,LAX,Train #123,Jordan LLC Hotel,167.02,1031.6,2025-01-16T13:43:00
f885ec33-1dff-4691-9347-e32b5751d267,YP5675,"Air Premia, Inc.",HKG,Train #123,Rojas and Sons Hotel,486.26,1088.94,2024-11-29T02:23:00
8c93e2e5-5544-466f-aa47-714b4fb231f1,UA4571,United Airlines - Pre 07/01/2013,LHR,Train #456,Potter-Robbins Hotel,468.44,854.07,2024-08-14T06:25:00
815b1c8d-d3fe-46cd-803d-37c43b8641bb,AS2604,Alaska Airlines,SIN,None,Edwards Ltd Hotel,489.46,713.77,2024-04-05T17:23:00
aca13411-e423-41f1-9781-89c16cf5e463,QF4401,Qantas Airways,SJO,Train #456,Moore-Barker Hotel,266.91,708.32,2025-12-13T01:52:00
805db2c7-32b9-4fd0-86f2-3e95ef19c542,XP9996,Casino Express,DOH,Train #456,Nielsen-Bryant Hotel,278.05,712.81,2025-06-09T20:38:00
a34972cb-a642-45b4-a5e2-72f048c8821f,MG9847,Champion Air,LAX,Train #456,None,,1180.34,2024-09-11T04:37:00
98919164-2fba-4ddd-9288-a2f4ee705e21,WI8500,Tradewinds Airlines,DOH,Train #123,"Mendoza, Chapman and Ayala Hotel",182.62,630.43,2024-09-06T18:26:00
71e5b5fd-60dd-4343-81c7-3099d37ecf14,JX4767,Starlux Airlines Co. LTD,DXB,Train #456,Long LLC Hotel,140.99,523.35,2025-01-04T08:53:00
fbd0e710-f847-43f4-9a89-a022651208ff,EK1403,Emirates,YUL,Train #456,None,,377.9,2025-12-08T21:14:00
9a64c567-08fd-4aa4-89c3-77fe4afbf8b4,JX7699,Starlux Airlines Co. LTD,DEL,Train #456,Porter Ltd Hotel,453.2,1845.41,2025-10-18T11:56:00
39e1a7b9-74e7-43f2-8393-88b4ae7c185c,QF2811,"Samsic Airport America, LLC",SIN,None,"King, Holmes and Campbell Hotel",359.57,1250.38,2025-11-21T07:27:00
f17a69aa-5298-49da-8149-5b06d3055f25,9W5872,Jet Airways,FRA,Train #456,Gonzalez-Hall Hotel,198.27,606.34,2024-09-08T15:24:00
5c69240d-17d9-450a-a8c7-21361e7546fb,ZG4305,ZIPAIR Tokyo Inc,NRT,Train #456,None,,783.46,2024-04-28T09:55:00
2e156c15-b21b-4c3e-99d1-ea9a5d0951c3,NJ3142,Vanguard Airlines,DXB,None,Hayes and Sons Hotel,406.61,565.61,2024-04-02T11:26:00
7eb62958-6b53-4acf-9a3a-d4ffe37aceb7,TK2840,Turkish Airlines,LAX,None,Flynn-Williams Hotel,235.89,538.83,2025-07-22T01:27:00
f9b21399-5e0a-413f-8abe-0d74bcfbcd49,HA4127,Hawaiian Airlines,NRT,None,None,,734.28,2024-05-03T05:10:00
dcc768ff-73e9-4c1d-b527-ad7beffba753,EI5213,"Aer Lingus, Ltd.",LAX,Train #123,None,,151.32,2024-07-29T02:59:00
9c30e4c3-9861-481b-b168-7989d964df7d,TZ3993,ATA Airlines,LHR,None,Steele Inc Hotel,373.1,1550.39,2025-05-09T19:19:00
e5dcddab-b7f5-4ad7-a72e-daf83398d665,PE7424,Air Europe,NRT,None,Santana-Hammond Hotel,79.77,1315.65,2025-01-20T02:11:00
e1212692-d99a-4c02-bf75-ad6d528036db,XE8655,ExpressJet Airlines,LAX,None,None,,144.82,2025-06-20T20:16:00
7fd9c74e-2146-47e3-ba28-cf2ddf372d07,CP8463,Canadian Airlines,YUL,None,None,,666.1,2025-06-04T22:00:00
4b75f7dc-3136-4fed-9348-a66d4b7e2cc9,HQ1952,Harmony Airways,CUN,Train #456,"Nicholson, Leonard and Collins Hotel",477.51,795.33,2024-04-21T14:09:00
14b9666b-88fe-4cb1-8c84-e8ae1aba8b82,WW9460,WOW Air,YUL,None,Lee-Brewer Hotel,260.69,1805.37,2025-05-12T02:23:00
904afb82-e28a-4a6d-86e1-3d0830bc9ff8,9W7872,Jet Airways,YVR,Train #123,King-Ramos Hotel,232.44,1288.56,2024-10-17T14:53:00
6626dcfb-6a83-48d6-aff8-8cb12282e04b,DH3859,Independence Air,LAX,None,None,,214.49,2024-02-02T22:41:00
205a3ed7-789e-4323-b131-8adddf3160c7,DP2524,Air 2000,CDG,Train #456,Thompson-Rodriguez Hotel,482.28,1045.33,2024-06-06T02:13:00
7e323d42-7d23-4fe3-a589-4e2fa99e49b4,WO9717,World Airways,LHR,Train #123,None,,352.47,2025-11-16T23:08:00
c8dfdfcf-3cc8-4463-97df-37d3f46adccc,SE1799,XL Airways France,DOH,Train #456,"Oconnor, Hawkins and Reyes Hotel",71.93,343.42,2024-02-13T14:48:00
e334d592-dadb-4042-abf6-7c5982764a2a,AM5627,Aeromexico,CUN,Train #456,"Henry, Scott and Wallace Hotel",348.63,598.89,2024-01-11T14:58:00
c6c1e0dd-4a3a-4a95-9be3-b30774b83c42,MQ8796,American Eagle Airlines,SIN,Train #123,Norman PLC Hotel,259.8,521.11,2025-06-11T21:16:00
c82fea6f-de73-4858-b6e9-178344a73bb0,AZ6511,Alitalia Airlines,LAX,Train #123,Short Ltd Hotel,483.54,2101.78,2024-12-15T03:09:00
680504dc-5267-4eab-af6d-6eae32154dfb,CC3214,Air Atlanta Icelandic,YYZ,Train #123,None,,1251.21,2025-05-23T17:02:00
a7a9aa8d-7ac2-474b-8cd2-ced2b10f02b3,JL9706,Japan Airlines,CUN,None,None,,644.97,2025-01-28T17:17:00
80317526-587b-4c7e-9d84-412aea01ddbf,SE367,XL Airways France,YUL,Train #123,"Price, Hunt and Rivas Hotel",125.68,1504.62,2025-01-27T13:11:00
a7117485-a4f5-416d-978c-f6f6db187703,PE3528,Air Europe,LAX,None,None,,370.18,2024-08-21T14:58:00
4f5900ec-6fdd-4902-9a26-d58f0c589e89,SK4670,Servisair,LAX,Train #123,None,,483.81,2025-10-31T01:44:00
1b5fc955-fb63-4d35-9a5d-1bf86098dff8,AZ7395,Alitalia Airlines,AMS,Train #456,"Parrish, Blanchard and Gilbert Hotel",167.46,635.45,2024-06-09T08:10:00
7ebf6b33-4f5c-45c3-a66b-340bed804916,WI4158,Tradewinds Airlines,JFK,Train #123,Massey-Smith Hotel,172.02,434.82,2025-11-26T16:07:00
4abb7aa8-c24d-4897-aacb-2d3abc31ddfa,WO6178,North American Airlines,YVR,Train #456,"Peterson, Foster and Cowan Hotel",82.63,618.58,2025-05-20T12:06:00
07de419f-a26b-493b-96cb-c80c3233328c,XP6612,Casino Express,SJO,None,None,,325.36,2024-12-04T15:08:00
3c806f04-4599-40f7-a40a-6d2e40c7a0df,SS9726,Corsairfly,CUN,Train #123,Cortez Ltd Hotel,370.82,561.84,2025-06-07T08:44:00
263fba31-8e78-4566-a34e-7b43e04ebe5b,MG1668,Champion Air,SIN,Train #123,None,,1295.11,2025-01-15T08:21:00
2a099ca7-25c4-4b4a-90a5-144e79dde365,AA8242,American Airlines,LAX,None,Elliott Ltd Hotel,481.5,1301.63,2025-07-23T00:44:00
11108ff6-5b99-4657-8161-a8333485997a,TA3186,"TACA International Airlines, S.A.",MEX,None,None,,675.51,2024-10-14T19:10:00
7f3f66dd-2ebe-4205-968e-f64bbea0b42f,MX8168,Mexicana Airlines,NRT,None,Lewis-Banks Hotel,54.07,425.71,2025-09-19T19:45:00
e09f587f-df54-4b36-a1dd-7e0cd4ffb214,CZ4447,China Southern,LAX,Train #123,"Briggs, Sloan and Davis Hotel",141.3,497.08,2024-03-07T20:26:00
193be58f-2efc-414e-a2a1-b5d62350ec6a,YX5589,Midwest Airlines,PTY,Train #456,Wang Inc Hotel,169.22,498.27,2024-11-20T22:48:00
9c9bf6a6-4bc6-4a92-8305-3896cdbe6f5c,JL1944,Japan Airlines,SIN,Train #123,Ritter LLC Hotel,245.52,764.03,2025-11-25T15:24:00
abf3afc7-5a05-4c3b-b99c-3e6e62566c62,LX9351,Swiss International,CUN,None,"Gonzalez, Luna and Garza Hotel",123.91,744.47,2024-09-19T23:44:00
b9b08e2f-4858-4e63-87e2-a8ca6b0c759d,MQ1840,"Envoy Air, Inc.",FRA,Train #456,None,,723.78,2025-03-22T19:04:00
5736de6f-2a5a-45ca-8871-b1f996940ec7,XP2983,Casino Express,CDG,Train #123,None,,1135.28,2025-01-05T04:24:00
5d5c3d53-aeab-48da-b1a6-f7c7a17b124a,YV9750,Mesa Airlines,HKG,None,"Harvey, Shepard and Pineda Hotel",237.34,618.91,2025-02-27T21:22:00
168dcefb-6ebe-4468-8231-d9f19df55737,Z05523,"Norse Atlantic UK, Ltd.",MEX,None,"Moreno, Hopkins and Sullivan Hotel",389.26,766.71,2025-06-26T21:28:00
45859234-ee47-4cac-86b0-b13953127baa,QK771,Swissport USA,LAX,Train #123,None,,571.54,2024-10-29T07:24:00
f52c887c-d441-44e9-a809-7f7e23b44cdd,MU6318,"China Eastern Airlines, Inc",YUL,Train #123,None,,1249.81,2025-01-28T07:10:00
b34220de-4d68-4687-bbfd-58fe900e6bf1,XJ5569,Norwegian Air Shuttle ASA,LAX,Train #123,King-Hernandez Hotel,162.32,643.58,2025-01-08T03:55:00
f522161f-1178-49ab-97f8-afd198b43fde,XE3698,ExpressJet Airlines,NRT,None,"Brewer, Barry and Saunders Hotel",423.57,1577.2,2025-04-12T16:41:00
ab24e3b6-5364-4641-8565-9c2edb3ec16c,OH6263,Comair,CDG,None,None,,237.36,2025-08-31T20:46:00
9057933c-c264-4e4f-884f-5dbcf659444f,QK6848,Jazz Aviation,ORD,None,"Davis, Horne and Nichols Hotel",351.8,1330.06,2025-04-04T02:53:00
f6e39e2b-e039-41f6-a452-1b82a715b90a,PD2615,Porter Airlines (Canada) Limited,ORD,None,Walker-Burns Hotel,167.07,349.33,2024-01-10T05:09:00
027f2ee2-1220-4ca8-9a8a-069e7eab0bf4,NW4540,Northwest Airlines (became Delta),LAX,Train #123,Pearson Group Hotel,125.48,1533.09,2024-03-26T15:40:00
8638b777-c551-4d46-abd5-63aa454ecd25,AC6894,Air Canada,LAX,None,"Luna, Davis and Trujillo Hotel",247.75,848.44,2024-01-29T08:03:00
f7801ea5-fc98-449c-ae3e-97299a03c3c6,PR1888,Pacific Aviation,MEX,None,Walls-Cameron Hotel,402.37,699.2,2025-04-29T21:21:00
d6f1477d-5b1f-4acb-9bf6-2113214717bb,ZG8374,ZIPAIR Tokyo Inc,LAX,Train #123,"Sherman, Gutierrez and Dixon Hotel",101.46,496.32,2024-08-06T05:45:00
fa178509-cbc2-4479-bde1-56247fbcbfad,PE8628,Air Europe,SJO,Train #456,Stanley-Brown Hotel,473.66,1272.31,2024-03-01T11:52:00
19251096-b384-462a-837b-82ac5c1f4e7c,Z0764,"Norse Atlantic UK, Ltd.",CUN,Train #456,Kline and Sons Hotel,424.83,1532.75,2024-02-09T14:31:00
c07e06ac-d754-4dfa-9a4d-78c6ecaa139a,GL6636,Miami Air International,YUL,None,Oneal Inc Hotel,400.73,1247.61,2025-05-08T17:59:00
4152bd1f-2d66-4637-b16d-1a6ebaa87a44,A81147,Sobelair Airlines,LAX,Train #456,None,,1435.71,2025-02-07T22:18:00
70a27446-f997-438a-8cb7-9bdcd2beae17,DL7892,Delta Air Lines,ORD,Train #456,Lewis-Garrison Hotel,491.22,1775.03,2025-06-12T14:18:00
7bb95c2f-4ee5-4c5f-9386-97e7adda5b71,AX2093,Trans States Airlines,CUN,Train #456,None,,484.65,2025-05-29T04:03:00
5d3fb7dc-5683-4b82-9480-0fc906ab60e1,MG6595,Champion Air,PTY,None,"Morgan, Garcia and Parker Hotel",483.54,1374.09,2025-10-19T05:41:00
c3d978de-0a7d-466e-a6d6-83966769a779,AY3114,Finnair,CDG,Train #123,None,,620.93,2024-10-19T20:18:00
ffe894f0-6300-4502-b113-e085ce7168da,XP7541,Xtra Airways,DOH,None,"Taylor, Barnett and Hart Hotel",255.5,806.02,2025-06-25T20:53:00
b1510221-012f-4ccd-9c51-a1c73a692372,B6364,JetBlue Airways,LAX,Train #123,Jackson Ltd Hotel,196.62,724.57,2024-08-11T08:37:00
ae24d318-6237-4729-b094-22451c911240,S65816,Star Air,LAX,Train #123,"Padilla, Garcia and Lopez Hotel",390.86,672.34,2025-10-20T11:20:00
ccc4c5d8-84ff-4e1e-bae8-f1bc1bb49593,TS3871,Air Transat,LAX,Train #123,"Marquez, Ortiz and Simmons Hotel",480.1,1241.22,2025-11-07T01:50:00
ebce80e1-9787-490c-9a42-6c8f474d98bd,XP9983,Casino Express,CUN,None,"Mendoza, Gibbs and Peterson Hotel",392.41,838.07,2024-04-02T17:49:00
f5049804-9269-4a8b-957e-fbce5d2e1332,AM3026,Sobelair Airlines,DOH,Train #123,Mccann Ltd Hotel,206.18,593.45,2025-12-03T00:21:00
f94c1503-0c58-4fd6-b687-b873bd1024ee,9W5948,Jet Airways,CUN,Train #123,"Williams, Rodriguez and Francis Hotel",186.25,575.62,2024-01-20T19:50:00
1b7dfdca-de6a-43ab-8b39-0e3320fcfa83,A82494,Ameriflight,YYZ,Train #456,Joseph-Rogers Hotel,430.45,840.99,2024-03-19T03:56:00
