userId,age,nationality,budgetPreference,cabinPreference,frequentRegions,bookingHistory
2238a54a-9e74-4d53-8d25-3d6bc8c2b7df,22,LV,Other,Economy,"['Canada', 'Australia / Oceania']",[]
4463908b-3a1f-4705-8166-705d52e1f6f7,26,ME,Low Fare,Business,"['US', 'Australia / Oceania']","[{'flightNumber': 'AZ8224', 'date': '2024-10-29T17:56:00'}, {'flightNumber': 'LY4869', 'date': '2024-08-25T06:05:00'}, {'flightNumber': 'BR832', 'date': '2024-09-12T08:15:00'}, {'flightNumber': 'QK3086', 'date': '2025-11-06T16:02:00'}, {'flightNumber': 'AX1878', 'date': '2025-04-26T19:37:00'}]"
cb0672a6-632c-4d5e-8802-cda56a017129,26,NG,Other,Economy,['Asia'],"[{'flightNumber': 'OY4495', 'date': '2025-07-30T11:50:00'}, {'flightNumber': 'DL6732', 'date': '2025-07-09T02:41:00'}, {'flightNumber': 'KE7444', 'date': '2024-09-07T18:06:00'}, {'flightNumber': 'LX6574', 'date': '2024-05-12T00:30:00'}]"
1473e324-e170-4a23-bc89-8ae581ff94fe,20,TT,Other,Premium Economy,['Australia / Oceania'],"[{'flightNumber': 'EY3499', 'date': '2024-02-15T16:56:00'}, {'flightNumber': 'DL8667', 'date': '2024-05-12T01:45:00'}, {'flightNumber': 'EI8101', 'date': '2024-12-22T23:56:00'}]"
87dddfa8-835a-4abb-a13e-c9edacc15929,62,HU,Low Fare,Business,"['Canada', 'US', 'Australia / Oceania']","[{'flightNumber': 'KE8471', 'date': '2024-06-18T05:25:00'}, {'flightNumber': '4O771', 'date': '2025-10-24T05:38:00'}, {'flightNumber': 'SS653', 'date': '2024-04-11T15:34:00'}]"
570fa922-55cd-4a95-9019-952b650c2412,59,EE,Low Fare,Economy,['Europe'],"[{'flightNumber': 'NJ9324', 'date': '2025-09-30T21:55:00'}, {'flightNumber': 'HQ490', 'date': '2024-10-18T22:52:00'}, {'flightNumber': 'AB7455', 'date': '2024-08-23T00:59:00'}]"
f063c6b6-95ab-4bc6-b292-eace5186eb6e,54,SB,Other,Business,"['South America', 'Asia', 'Mexico']","[{'flightNumber': 'TZ8245', 'date': '2025-01-15T06:00:00'}]"
f5b93696-3676-41f2-b61f-bdc5fa59619e,34,SN,Other,Business,['Middle East'],"[{'flightNumber': 'BF5343', 'date': '2024-12-27T13:04:00'}, {'flightNumber': 'F9245', 'date': '2025-02-04T04:59:00'}, {'flightNumber': '9W1638', 'date': '2025-12-29T01:11:00'}, {'flightNumber': 'NZ9144', 'date': '2024-12-19T09:06:00'}]"
7c695b39-106d-404d-bb63-ba382bf8e2f9,60,YE,Other,Economy,"['US', 'Europe', 'Middle East']","[{'flightNumber': 'WI9874', 'date': '2025-06-02T18:44:00'}, {'flightNumber': 'S63097', 'date': '2025-07-30T13:14:00'}, {'flightNumber': 'MX7090', 'date': '2024-05-21T03:42:00'}, {'flightNumber': 'AF6800', 'date': '2025-12-19T05:41:00'}]"
67902861-7002-4cdb-8b9c-5610c96010f7,67,BF,Other,Economy,['Middle East'],[]
0cc38a0f-275a-4bc6-93f1-ee03ed4bc423,35,ID,Other,Business,['Middle East'],"[{'flightNumber': 'LH1325', 'date': '2024-05-12T08:36:00'}, {'flightNumber': 'AS7939', 'date': '2024-09-19T16:16:00'}, {'flightNumber': 'BA6182', 'date': '2025-03-15T12:53:00'}, {'flightNumber': 'Z04163', 'date': '2024-11-28T06:42:00'}, {'flightNumber': 'TK8003', 'date': '2025-03-30T15:56:00'}]"
88f22e03-0786-41d1-b001-a97dd388ecb9,57,VA,Low Fare,Business,['Europe'],"[{'flightNumber': 'CM8648', 'date': '2025-11-09T00:44:00'}, {'flightNumber': 'US5793', 'date': '2024-08-31T09:18:00'}, {'flightNumber': 'SE2994', 'date': '2025-08-05T04:00:00'}, {'flightNumber': 'TZ466', 'date': '2025-10-24T08:57:00'}]"
e8b20260-7c1b-451e-9f74-e9fc61c54a89,60,DK,Other,Business,"['Asia', 'Central America', 'Middle East']",[]
41c6b272-03e7-4168-b419-65b12d2badec,69,KW,Other,Premium Economy,"['South America', 'US', 'Middle East']","[{'flightNumber': 'VN3349', 'date': '2025-08-13T09:25:00'}, {'flightNumber': 'AS4400', 'date': '2024-08-12T00:33:00'}, {'flightNumber': 'B67247', 'date': '2024-04-09T09:40:00'}, {'flightNumber': 'AZ187', 'date': '2024-11-19T13:23:00'}]"
495bc55d-8bf4-4a28-b7d7-4fccad50fa31,47,US,Other,Economy,"['Canada', 'Australia / Oceania', 'US']","[{'flightNumber': 'F89795', 'date': '2024-11-07T16:56:00'}, {'flightNumber': 'XE1105', 'date': '2024-12-03T03:12:00'}, {'flightNumber': 'VX3214', 'date': '2025-12-30T15:23:00'}, {'flightNumber': 'AA362', 'date': '2025-07-09T09:47:00'}]"
aef7e367-8b6a-4678-a565-6f2edd11060a,48,TR,Low Fare,Premium Economy,"['Europe', 'US', 'Australia / Oceania']","[{'flightNumber': 'HX7724', 'date': '2024-01-23T18:14:00'}]"
2ca1887c-abe0-4046-92aa-90b8953f2e70,21,GE,Low Fare,Premium Economy,"['Europe', 'Mexico']",[]
cfcc7df7-f06b-4a80-9d38-0a02d35dfb3a,28,HT,Other,Business,['Central America'],"[{'flightNumber': 'JX481', 'date': '2024-03-17T18:44:00'}, {'flightNumber': '9W1891', 'date': '2025-11-21T22:38:00'}, {'flightNumber': 'HA2004', 'date': '2024-01-23T08:32:00'}, {'flightNumber': 'TW5985', 'date': '2025-03-12T03:59:00'}, {'flightNumber': 'AB8638', 'date': '2025-10-18T05:23:00'}]"
22792749-be59-47c7-91ec-3edcd6e8b279,41,NA,Other,Premium Economy,"['Mexico', 'Australia / Oceania', 'Central America']","[{'flightNumber': 'OO8118', 'date': '2025-11-10T20:30:00'}, {'flightNumber': 'BA2668', 'date': '2025-07-05T17:28:00'}]"
b3f600e6-6aa6-4094-b664-e05165fb6428,36,DO,Other,Business,['Australia / Oceania'],[]
42a49c12-a799-46c3-9a9f-1a918901cfb5,24,AT,Other,Economy,"['Australia / Oceania', 'Europe', 'Asia']","[{'flightNumber': 'MQ4537', 'date': '2024-09-05T12:25:00'}]"
2e124e1c-9bc5-4fc3-b542-4df9e84050e4,27,MZ,Low Fare,Business,['Asia'],"[{'flightNumber': '9W4565', 'date': '2024-04-27T05:11:00'}, {'flightNumber': 'HA9108', 'date': '2025-09-30T11:51:00'}, {'flightNumber': 'QX8582', 'date': '2024-06-01T17:55:00'}, {'flightNumber': 'QX5523', 'date': '2024-01-12T10:50:00'}, {'flightNumber': 'FI1016', 'date': '2024-12-26T11:53:00'}]"
cf4f614a-1acc-40d3-89ae-44ec02307eb2,76,SL,Low Fare,Economy,"['Australia / Oceania', 'Asia']","[{'flightNumber': 'BBB1954', 'date': '2025-07-20T01:53:00'}]"
5b9f8db8-ea58-4c54-a0d8-b6ea12aa9d77,47,AU,Other,Premium Economy,"['Canada', 'US']","[{'flightNumber': 'PD6328', 'date': '2024-06-19T13:20:00'}, {'flightNumber': 'CM7849', 'date': '2025-02-23T19:32:00'}]"
9ffe6abf-664d-43ac-87a5-ad1f2f8087cf,67,HT,Low Fare,Premium Economy,"['Asia', 'Europe', 'Canada']",[]
0573958e-f086-43ee-9be8-49a442154a11,44,AE,Other,Business,"['US', 'Europe']","[{'flightNumber': 'SS8737', 'date': '2025-11-05T15:04:00'}, {'flightNumber': 'SE8124', 'date': '2025-09-23T11:02:00'}, {'flightNumber': 'BF6894', 'date': '2025-11-17T06:05:00'}, {'flightNumber': 'AZ4667', 'date': '2024-02-07T12:57:00'}, {'flightNumber': 'SE9322', 'date': '2024-04-01T05:59:00'}]"
db88af4d-dac9-40f4-acae-04b675bc20d3,33,SC,Other,Economy,"['Canada', 'Middle East', 'Australia / Oceania']","[{'flightNumber': 'F87125', 'date': '2024-06-08T03:48:00'}, {'flightNumber': 'TW5804', 'date': '2025-11-19T08:08:00'}, {'flightNumber': 'SY1138', 'date': '2024-10-19T11:49:00'}, {'flightNumber': 'LH1022', 'date': '2025-09-09T19:38:00'}, {'flightNumber': 'FF8972', 'date': '2024-01-04T12:12:00'}]"
c1c855da-cc6f-4fb2-85ef-391c4086a775,47,IE,Other,Economy,"['Mexico', 'Middle East', 'Canada']","[{'flightNumber': 'F8894', 'date': '2024-10-21T21:06:00'}, {'flightNumber': 'HQ2942', 'date': '2025-06-11T10:44:00'}, {'flightNumber': 'ZW2662', 'date': '2025-03-23T07:00:00'}, {'flightNumber': 'KE8541', 'date': '2025-04-29T15:24:00'}, {'flightNumber': 'EK7561', 'date': '2024-12-03T23:16:00'}]"
88651774-2112-449c-bd64-99c03311d801,34,MU,Low Fare,Business,['Canada'],"[{'flightNumber': 'CZ8419', 'date': '2025-08-12T17:16:00'}, {'flightNumber': 'FF5634', 'date': '2025-06-19T00:13:00'}]"
140c5107-0d71-4f31-ab0a-832967cdd868,67,KP,Low Fare,Economy,['Canada'],"[{'flightNumber': 'TA4662', 'date': '2025-02-26T11:48:00'}]"
5ec55eee-4ee6-49fe-9186-fe86b7737b1f,45,SM,Low Fare,Premium Economy,['Asia'],"[{'flightNumber': 'RD3816', 'date': '2025-02-03T11:45:00'}, {'flightNumber': 'TZ6599', 'date': '2024-11-27T01:59:00'}]"
972acc83-10d3-4142-9604-fd50ea603506,73,LA,Low Fare,Premium Economy,"['Central America', 'US']","[{'flightNumber': 'OH7229', 'date': '2025-08-20T02:55:00'}, {'flightNumber': 'YP5601', 'date': '2024-02-13T07:04:00'}]"
7efabb5c-0119-405c-aa5f-eb221ffa2f3c,75,MZ,Low Fare,Business,"['Middle East', 'Central America']","[{'flightNumber': 'DL3829', 'date': '2024-01-01T21:14:00'}, {'flightNumber': 'AB2252', 'date': '2024-10-21T06:12:00'}, {'flightNumber': 'CX9696', 'date': '2024-10-18T03:50:00'}, {'flightNumber': 'LP587', 'date': '2024-01-10T07:37:00'}]"
e3200f06-5e56-4689-b348-c1eafc48960c,22,GD,Other,Economy,"['Asia', 'Central America']","[{'flightNumber': 'B64317', 'date': '2025-04-05T07:11:00'}]"
644a758b-7a7c-4413-954e-ebd22b83f76c,76,NR,Other,Business,"['Asia', 'Mexico']",[]
0ca13725-48cf-472d-a557-34c92bea8d72,46,SR,Other,Premium Economy,['Middle East'],"[{'flightNumber': 'WS9961', 'date': '2025-11-22T10:38:00'}]"
1e6a2cdc-584d-46af-ba4b-1a94a66b0369,80,SB,Low Fare,Business,['Mexico'],"[{'flightNumber': 'KE9455', 'date': '2024-11-29T14:33:00'}]"
332c495b-cffc-4ce4-8f6b-f3ca9debf46b,53,SI,Low Fare,Premium Economy,"['Middle East', 'Central America']",[]
36983833-6c0c-4a05-b1b9-4eef05164eb7,73,LY,Other,Premium Economy,"['Europe', 'Canada']","[{'flightNumber': 'PE9243', 'date': '2024-04-23T08:10:00'}]"
0cd0052c-b309-454c-812f-3dca48393a7e,72,PK,Low Fare,Economy,"['Canada', 'South America', 'Asia']","[{'flightNumber': 'MX7021', 'date': '2024-07-02T03:01:00'}, {'flightNumber': 'CP2986', 'date': '2024-03-01T03:59:00'}, {'flightNumber': 'MQ929', 'date': '2024-08-18T05:25:00'}, {'flightNumber': 'NK5082', 'date': '2025-10-25T02:33:00'}, {'flightNumber': 'AS7404', 'date': '2025-12-06T00:55:00'}]"
a36fd813-4fdb-42f8-b576-5196e780d985,50,VN,Other,Economy,"['Australia / Oceania', 'Asia']","[{'flightNumber': 'SK3666', 'date': '2025-02-20T08:01:00'}]"
8cf00c5f-a1de-433c-b148-da6736bbf6cf,42,CG,Low Fare,Business,"['Europe', 'Central America', 'Asia']","[{'flightNumber': 'WS6048', 'date': '2025-12-14T06:12:00'}, {'flightNumber': 'DP1946', 'date': '2025-07-30T13:32:00'}, {'flightNumber': 'GL4957', 'date': '2025-05-03T06:06:00'}, {'flightNumber': 'Y41664', 'date': '2024-01-08T06:54:00'}, {'flightNumber': 'QK8343', 'date': '2024-06-16T03:05:00'}]"
5aaefbe4-13b4-45c4-a1ce-fd0d5942b906,20,SD,Other,Business,"['Mexico', 'Australia / Oceania', 'South America']","[{'flightNumber': 'HA8656', 'date': '2024-02-02T22:22:00'}, {'flightNumber': 'AI1340', 'date': '2024-12-25T01:10:00'}, {'flightNumber': 'WO1801', 'date': '2025-07-07T08:44:00'}, {'flightNumber': 'PE8266', 'date': '2025-03-06T13:39:00'}]"
46ab125b-d4b1-4bb5-b19e-c0fbbf7c9588,73,MH,Low Fare,Business,"['Australia / Oceania', 'US', 'Central America']","[{'flightNumber': 'EK6841', 'date': '2025-08-23T16:01:00'}, {'flightNumber': 'F87496', 'date': '2025-09-30T17:23:00'}, {'flightNumber': 'Y44207', 'date': '2025-08-22T08:45:00'}]"
f625cb77-54db-43b9-be4e-5c4eb1c7fb2f,57,MD,Low Fare,Economy,['Middle East'],"[{'flightNumber': 'AI7099', 'date': '2024-07-19T05:36:00'}, {'flightNumber': 'XE1040', 'date': '2025-11-24T22:15:00'}, {'flightNumber': 'MX5627', 'date': '2025-06-23T17:36:00'}, {'flightNumber': 'JL5592', 'date': '2024-08-26T13:36:00'}]"
38948f8a-c990-4623-9e31-68ba714aebed,24,MZ,Other,Premium Economy,"['South America', 'Australia / Oceania']","[{'flightNumber': 'XJ8667', 'date': '2025-10-19T05:43:00'}, {'flightNumber': 'TW3667', 'date': '2024-04-28T06:43:00'}, {'flightNumber': 'B64469', 'date': '2025-04-16T20:02:00'}]"
040aa0cc-5176-463f-a832-122d30d3d77b,55,GR,Other,Economy,"['US', 'Europe']","[{'flightNumber': 'IB3187', 'date': '2025-01-27T02:27:00'}, {'flightNumber': 'US4192', 'date': '2024-12-02T14:01:00'}, {'flightNumber': 'DL8934', 'date': '2024-03-08T12:30:00'}]"
1968f716-65d4-418d-85f4-50e9571f11d9,45,MC,Other,Premium Economy,['Europe'],"[{'flightNumber': 'AX2703', 'date': '2025-02-08T02:24:00'}, {'flightNumber': 'XP4837', 'date': '2025-02-25T08:53:00'}, {'flightNumber': 'DL9400', 'date': '2024-06-16T17:03:00'}, {'flightNumber': 'UA4240', 'date': '2025-06-27T16:40:00'}]"
b6adf1cf-d79c-4efe-8849-3c6660f18083,49,TZ,Low Fare,Premium Economy,"['Europe', 'Central America', 'Mexico']",[]
b65a73bf-6988-41a2-ba9e-41e7b46fa5b7,26,GH,Other,Premium Economy,"['Europe', 'Mexico', 'South America']","[{'flightNumber': 'BBB1810', 'date': '2025-04-24T12:27:00'}, {'flightNumber': 'SQ8108', 'date': '2024-01-21T20:56:00'}, {'flightNumber': 'FL9690', 'date': '2025-06-27T12:14:00'}, {'flightNumber': 'CX5952', 'date': '2025-05-11T05:41:00'}]"
254afc56-185b-4e69-ba3a-a0fb44ab4fdc,66,MY,Low Fare,Economy,"['Canada', 'US']","[{'flightNumber': 'FL5879', 'date': '2025-02-22T22:55:00'}, {'flightNumber': 'AZ8844', 'date': '2024-04-29T13:52:00'}, {'flightNumber': 'XJ4347', 'date': '2025-05-22T04:06:00'}, {'flightNumber': 'YV7426', 'date': '2025-10-10T16:05:00'}]"
407edf6b-7902-47cd-89ab-0bfe32cf04e2,53,BI,Low Fare,Business,"['Australia / Oceania', 'US', 'Central America']",[]
77e64c7b-de28-4064-b20e-b4abf29fb733,45,TW,Other,Economy,['Asia'],"[{'flightNumber': 'US1840', 'date': '2025-09-28T04:25:00'}, {'flightNumber': 'QR7386', 'date': '2024-07-05T19:21:00'}, {'flightNumber': 'CC7655', 'date': '2025-01-24T02:52:00'}, {'flightNumber': 'WO5229', 'date': '2025-09-15T12:12:00'}, {'flightNumber': 'LH893', 'date': '2024-11-23T00:51:00'}]"
a727ab51-ecf5-4d95-aeaf-be8e4cb33c35,72,IS,Other,Economy,"['Australia / Oceania', 'Asia', 'South America']",[]
514bec52-087f-4970-9e97-8fda561ffe29,41,BE,Other,Economy,"['Australia / Oceania', 'Canada', 'Central America']","[{'flightNumber': 'PR5343', 'date': '2024-04-20T14:35:00'}, {'flightNumber': 'LP3312', 'date': '2025-03-13T03:19:00'}]"
b215d71e-22ab-48af-91ed-b6ea5e1b100a,22,SR,Other,Economy,"['Australia / Oceania', 'Asia']","[{'flightNumber': 'JL9367', 'date': '2025-06-06T13:00:00'}, {'flightNumber': 'WI7753', 'date': '2025-03-17T06:05:00'}, {'flightNumber': 'QF9920', 'date': '2025-06-03T16:15:00'}]"
48ad172f-f6ff-43bc-a973-a77c46d31814,56,NG,Low Fare,Business,['Asia'],"[{'flightNumber': 'LH7310', 'date': '2024-08-15T09:43:00'}]"
6997bb8a-a9f1-44b1-b5e3-f5b46f51b3e4,39,IQ,Low Fare,Business,"['Europe', 'Mexico', 'South America']","[{'flightNumber': 'EZ3565', 'date': '2024-08-30T14:11:00'}, {'flightNumber': 'AY4364', 'date': '2025-08-01T07:46:00'}, {'flightNumber': 'ZW4917', 'date': '2024-03-18T19:43:00'}, {'flightNumber': 'ZW2986', 'date': '2024-06-13T10:09:00'}]"
51ec8712-b90e-404f-bda6-45b55cde9bff,56,PG,Low Fare,Business,['Asia'],"[{'flightNumber': 'EV6386', 'date': '2025-07-03T20:33:00'}, {'flightNumber': 'YV219', 'date': '2025-01-06T09:20:00'}]"
498d9025-78cc-47c3-9f8f-ea39d7a4722f,43,GN,Other,Economy,"['Mexico', 'Canada', 'Europe']","[{'flightNumber': 'TW4482', 'date': '2025-11-08T07:32:00'}, {'flightNumber': 'AS2294', 'date': '2024-07-06T00:19:00'}, {'flightNumber': 'OO4864', 'date': '2025-05-18T17:49:00'}, {'flightNumber': 'MQ2272', 'date': '2025-09-18T23:16:00'}, {'flightNumber': 'LX2168', 'date': '2024-04-30T11:33:00'}]"
f583a0bc-f8ca-4900-ad39-732b587b6569,50,UG,Other,Business,"['US', 'Central America', 'Mexico']","[{'flightNumber': 'XP8139', 'date': '2024-05-01T04:22:00'}, {'flightNumber': 'LP3951', 'date': '2024-02-15T04:41:00'}, {'flightNumber': 'F93794', 'date': '2024-02-20T03:03:00'}, {'flightNumber': 'EY2471', 'date': '2024-08-15T22:58:00'}, {'flightNumber': 'CX3683', 'date': '2024-09-18T12:40:00'}]"
f809a423-e3e7-4d84-aca5-2b0582d7e5ac,30,CM,Other,Premium Economy,"['Central America', 'Australia / Oceania', 'Mexico']","[{'flightNumber': 'TZ4108', 'date': '2025-11-25T11:22:00'}, {'flightNumber': 'QR5257', 'date': '2025-01-31T19:07:00'}, {'flightNumber': 'UA967', 'date': '2025-02-12T04:06:00'}, {'flightNumber': 'NZ2141', 'date': '2025-06-25T14:07:00'}]"
3903486b-cc37-4ba7-ad0b-c73ace778892,29,AU,Other,Economy,"['Canada', 'Middle East']","[{'flightNumber': 'BBB139', 'date': '2024-12-18T04:02:00'}, {'flightNumber': 'PD9608', 'date': '2024-10-05T06:22:00'}, {'flightNumber': '9W9352', 'date': '2025-11-03T00:50:00'}, {'flightNumber': 'AA1021', 'date': '2024-02-11T07:48:00'}, {'flightNumber': 'OH9371', 'date': '2024-06-21T06:28:00'}]"
9d5c66ca-faee-40f1-8cce-2d3460a5c38e,61,GY,Low Fare,Business,"['Asia', 'Canada']","[{'flightNumber': 'WN8208', 'date': '2025-04-21T08:50:00'}, {'flightNumber': 'EI576', 'date': '2025-11-07T13:26:00'}, {'flightNumber': 'PR774', 'date': '2024-10-23T05:07:00'}, {'flightNumber': 'AS2157', 'date': '2025-09-29T01:25:00'}]"
dac311af-a42f-4516-9311-085b3f72abd5,48,CY,Other,Economy,"['Europe', 'Mexico']","[{'flightNumber': 'CI1173', 'date': '2024-11-02T07:20:00'}]"
bbb3711f-f469-469a-afd0-f2d4c0f0bec6,56,BA,Other,Premium Economy,"['US', 'Asia']","[{'flightNumber': 'AC513', 'date': '2025-10-02T23:46:00'}, {'flightNumber': 'Z05347', 'date': '2024-11-18T08:48:00'}, {'flightNumber': 'US5352', 'date': '2024-12-14T02:24:00'}]"
5ada3235-d341-4fc0-bf49-5d9376aaadbf,75,BI,Other,Premium Economy,['Central America'],"[{'flightNumber': 'XP6368', 'date': '2024-04-26T00:09:00'}, {'flightNumber': 'CC7385', 'date': '2024-04-03T03:44:00'}, {'flightNumber': 'LP4509', 'date': '2025-09-05T16:06:00'}, {'flightNumber': 'UA6445', 'date': '2025-11-13T18:19:00'}]"
a057b4c4-a936-4da8-a0c8-4d5283de0ae5,74,MN,Low Fare,Business,['Canada'],[]
2466b7c8-9dd5-4d4f-8c33-ea26c6bcfbb7,47,GW,Low Fare,Premium Economy,['Mexico'],"[{'flightNumber': 'OY1343', 'date': '2025-03-17T22:52:00'}, {'flightNumber': 'SS8030', 'date': '2024-01-17T04:07:00'}, {'flightNumber': 'WO4893', 'date': '2024-06-13T13:58:00'}, {'flightNumber': 'QX1897', 'date': '2024-02-28T21:49:00'}]"
9655ef87-398f-427f-a927-f50b816cf8f2,41,KW,Low Fare,Business,"['Asia', 'Middle East']","[{'flightNumber': 'CC5591', 'date': '2024-06-01T04:25:00'}, {'flightNumber': 'FL9934', 'date': '2024-07-20T18:07:00'}, {'flightNumber': 'TW2438', 'date': '2025-09-01T10:09:00'}, {'flightNumber': 'VN2554', 'date': '2025-09-24T23:19:00'}, {'flightNumber': 'NZ6685', 'date': '2025-11-21T03:30:00'}]"
49857cb2-2fd7-4a45-8cea-a2f63fbbce65,40,AF,Low Fare,Business,['Mexico'],"[{'flightNumber': 'HQ7922', 'date': '2024-02-22T17:28:00'}, {'flightNumber': 'PE7403', 'date': '2025-09-15T07:27:00'}]"
7b64c9de-423f-4233-97a4-bf7ab66ceca7,29,HT,Other,Economy,['Australia / Oceania'],"[{'flightNumber': 'VX1158', 'date': '2025-05-27T12:43:00'}, {'flightNumber': 'N79838', 'date': '2025-06-09T20:33:00'}, {'flightNumber': 'RW6212', 'date': '2024-03-10T00:47:00'}, {'flightNumber': '9W3865', 'date': '2024-03-24T18:16:00'}, {'flightNumber': 'PR7307', 'date': '2025-02-09T15:53:00'}]"
335d09fd-04c9-4db9-a916-44de02dbdc92,45,AR,Low Fare,Business,"['US', 'Central America', 'Middle East']","[{'flightNumber': 'XP5238', 'date': '2024-06-10T21:18:00'}, {'flightNumber': 'AX7673', 'date': '2025-10-07T17:14:00'}, {'flightNumber': 'MX1604', 'date': '2025-12-31T04:32:00'}]"
13e41260-99b5-4449-b5ca-ca42d325f754,42,CL,Other,Premium Economy,"['Europe', 'Australia / Oceania']",[]
1baef160-b580-4c57-82a6-f0d897df5c5b,54,CR,Low Fare,Business,['Central America'],"[{'flightNumber': '5Y3532', 'date': '2024-10-30T00:57:00'}, {'flightNumber': 'AM496', 'date': '2024-09-06T09:51:00'}, {'flightNumber': 'VX8789', 'date': '2025-03-17T12:51:00'}, {'flightNumber': 'BF1422', 'date': '2025-09-28T05:22:00'}, {'flightNumber': 'FI828', 'date': '2024-11-03T14:33:00'}]"
f4b1b057-f175-44ee-920d-53921ec560a5,30,GA,Other,Economy,"['Australia / Oceania', 'Central America', 'Mexico']","[{'flightNumber': 'AM1208', 'date': '2025-12-12T10:54:00'}, {'flightNumber': 'US4766', 'date': '2025-01-18T16:54:00'}, {'flightNumber': 'YV2902', 'date': '2025-10-20T18:23:00'}]"
42e8b7ed-504d-4d8a-a864-94935a39ca5d,43,BE,Low Fare,Premium Economy,"['Canada', 'Mexico', 'Asia']","[{'flightNumber': 'EI2798', 'date': '2024-01-19T10:02:00'}]"
9f164a8e-aadd-47d0-ae10-fd31b45d763f,78,LI,Other,Premium Economy,"['Middle East', 'Australia / Oceania', 'South America']",[]
4d0a37ee-fd63-4d2d-b99a-fb33d9635153,49,EE,Low Fare,Premium Economy,"['Mexico', 'US', 'South America']","[{'flightNumber': 'YX1106', 'date': '2025-08-04T08:54:00'}]"
5a603c7d-b04d-4127-bc0f-7d76069d3f37,25,LK,Low Fare,Business,['Australia / Oceania'],"[{'flightNumber': 'OO2386', 'date': '2024-04-26T09:54:00'}, {'flightNumber': 'SK4825', 'date': '2024-03-04T02:06:00'}, {'flightNumber': 'BA5118', 'date': '2025-01-13T21:40:00'}, {'flightNumber': 'MQ4041', 'date': '2025-01-05T09:51:00'}, {'flightNumber': 'YX8837', 'date': '2025-02-17T15:36:00'}]"
89d6cee3-6925-4186-9150-577a90f2832b,79,GH,Other,Business,"['Mexico', 'Central America']","[{'flightNumber': 'NW7180', 'date': '2025-04-25T12:13:00'}]"
c36ea942-8396-42b2-bf87-2af7f996343f,66,LI,Other,Business,"['Australia / Oceania', 'Canada']","[{'flightNumber': 'Z02241', 'date': '2024-03-11T16:42:00'}, {'flightNumber': 'QQ918', 'date': '2024-10-12T09:16:00'}]"
18db9942-58f3-4b58-a0c4-259280e40f3a,60,OM,Other,Premium Economy,['Canada'],"[{'flightNumber': 'LX1678', 'date': '2024-11-29T00:16:00'}]"
e3a8adaf-e66d-4ac6-8479-1555a0907aba,32,SG,Low Fare,Premium Economy,"['Australia / Oceania', 'Mexico']","[{'flightNumber': 'JX2065', 'date': '2025-07-14T16:13:00'}, {'flightNumber': 'QK1935', 'date': '2025-12-05T02:03:00'}, {'flightNumber': 'TP437', 'date': '2025-09-07T09:28:00'}]"
b3bf3c20-cd08-4dbe-8bcd-bf526a696a32,69,WS,Other,Business,"['Central America', 'Canada']","[{'flightNumber': 'VN4083', 'date': '2024-05-24T13:31:00'}, {'flightNumber': 'QQ1889', 'date': '2025-11-24T00:29:00'}, {'flightNumber': 'CP3457', 'date': '2024-02-27T21:22:00'}, {'flightNumber': 'AI8723', 'date': '2024-01-01T15:55:00'}, {'flightNumber': 'VX794', 'date': '2025-07-18T16:35:00'}]"
494e77ed-16d4-4c1d-8f28-e72544397b51,49,JP,Low Fare,Premium Economy,"['Mexico', 'US']","[{'flightNumber': 'MQ9205', 'date': '2025-03-11T12:21:00'}, {'flightNumber': 'CP7122', 'date': '2025-10-15T12:09:00'}]"
d057d21d-ec83-4ce3-b3af-5f15c0ac0385,73,VC,Low Fare,Premium Economy,"['Europe', 'Australia / Oceania', 'Mexico']","[{'flightNumber': 'SS4987', 'date': '2024-07-26T07:10:00'}, {'flightNumber': 'XP9993', 'date': '2024-06-18T06:12:00'}, {'flightNumber': '5Y4482', 'date': '2024-01-05T18:46:00'}]"
a9d03748-b375-44cd-986b-e9901cefd858,77,MA,Other,Premium Economy,['South America'],"[{'flightNumber': 'MX1254', 'date': '2025-11-11T19:33:00'}, {'flightNumber': 'LX8390', 'date': '2024-10-19T20:20:00'}, {'flightNumber': 'TA3923', 'date': '2025-04-15T17:38:00'}]"
97782c33-5340-46f5-ba12-c701cf150112,42,MK,Low Fare,Economy,['Europe'],"[{'flightNumber': 'CA1269', 'date': '2024-12-19T01:30:00'}, {'flightNumber': 'FJ2584', 'date': '2025-12-01T12:37:00'}, {'flightNumber': 'GL2872', 'date': '2025-10-05T00:56:00'}]"
b064e1a5-5a99-46da-8a13-a39abb1efe67,60,TW,Other,Economy,['US'],"[{'flightNumber': 'MX384', 'date': '2025-02-01T05:38:00'}, {'flightNumber': 'AX9147', 'date': '2025-08-31T01:46:00'}, {'flightNumber': 'FI1260', 'date': '2025-03-03T14:05:00'}]"
c58dddb0-74eb-4d7f-bf2e-356b4130fa87,27,MM,Low Fare,Business,"['Australia / Oceania', 'Central America', 'US']",[]
e6be316f-91e2-42b4-823c-972e32514689,39,BG,Other,Business,"['Mexico', 'Asia', 'Canada']","[{'flightNumber': 'MQ2657', 'date': '2024-10-26T15:21:00'}, {'flightNumber': 'FI1928', 'date': '2024-02-22T21:58:00'}, {'flightNumber': 'N73228', 'date': '2025-01-08T03:56:00'}, {'flightNumber': 'CC9793', 'date': '2025-11-15T12:58:00'}, {'flightNumber': 'NZ212', 'date': '2025-06-21T09:40:00'}]"
